username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2020-02-15 11:20;6;19;"NEW # momming # podcast from @ SimonettiLauren out now! All your questions for celebrity matchmaker @ AmyLaurentMatch ANSWERED. Listen & subscribe at the link below. Don't forget to rate & review!http://ow.ly/qbKH50ymHve";;@ @;# #;"1228715623913598979";https://twitter.com/foxnewsradio/status/1228715623913598979
;2020-02-15 11:00;2;11;"Afghanistan is marking 31st anniversary of Soviet Union's last soldier leaving country. This year's comes as the US negotiates its own exit after 18 years of war, America's longest.http://ow.ly/1Z9k50ynhRE";;;;"1228710622646460419";https://twitter.com/foxnewsradio/status/1228710622646460419
;2020-02-15 10:00;0;1;"It’s the # DAYTONA500 weekend! Ricky @ StenhouseJr will lead the field on Sunday. But before that, he spoke to us … Listen to his full, unedited interview on The # FoxNewsRundown # Extrahttp://ow.ly/hh4L50ymYV3";;@;# # #;"1228695584955076609";https://twitter.com/foxnewsradio/status/1228695584955076609
;2020-02-15 09:30;4;8;"Documentary filmmaker Tim Mahoney took 20 years investigating the biblical story of the parting of the Red Sea. He sits down with @ LaurenGreenFox on # LighthouseFaith # podcast to talk about his new film "The Red Sea Miracle," out next week. Listen here:http://ow.ly/dN3Z50ykTAB";;@;# #;"1228688019290546176";https://twitter.com/foxnewsradio/status/1228688019290546176
;2020-02-15 09:00;3;17;"U.S. Defense Secretary Mark Esper said Saturday that a truce agreement between the US and the Taliban that could lead to the withdrawal of American troops from Afghanistan "looks very promising" but still has riskhttp://ow.ly/dyNL50yngrC";;;;"1228680419152998405";https://twitter.com/foxnewsradio/status/1228680419152998405
;2020-02-15 08:15;0;5;"Did President Trump interfere in his former associate Roger Stone's prison sentence? @ SutherlandFox and @ JakeBGibson discuss the case and why Democrats are calling for investigations. # FromWashington Listen on:http://ow.ly/FOkn50yn0Ty";;@ @;#;"1228669075557093376";https://twitter.com/foxnewsradio/status/1228669075557093376
;2020-02-15 08:00;0;4;"When @ realDonaldTrump appears at Sunday’s # DAYTONA500, Ricky @ StenhouseJr will be starting in the pole position. Ricky joins The # FoxNewsRundown # Extra to preview @ NASCAR’S biggest race of the season! Listen: http://ow.ly/LiEG50ymYQO";;@ @ @;# # #;"1228665344497246208";https://twitter.com/foxnewsradio/status/1228665344497246208
;2020-02-15 08:00;157;1186;"President Trump @ realDonaldTrump to become 2nd sitting President to attend Daytona 500 Sunday, will serve as grand marshal @ NASCAR @ NASCARONFOXhttp://ow.ly/jIZL50ynfzc";;@ @ @;;"1228665306559717377";https://twitter.com/foxnewsradio/status/1228665306559717377
;2020-02-15 07:00;1;4;"80-year old tourist from China's Hubei province dies in Paris, becomes first death in Europe from coronavirushttp://ow.ly/Jc0I50ynedj";;;;"1228650210009796610";https://twitter.com/foxnewsradio/status/1228650210009796610
;2020-02-15 04:48;2;5;"One couple won't be flying back with the other Americans evacuated from a quarantined cruise ship in Japanese waters. The husband tested positive. http://ow.ly/oBV050yncNy";;;;"1228616956674224129";https://twitter.com/foxnewsradio/status/1228616956674224129
;2020-02-15 04:46;3;5;"There is word of a possible deal - with the Taliban that could lead to a pullout of US troops in Afghanistan. http://ow.ly/sOxe50yncMM";;;;"1228616558165057536";https://twitter.com/foxnewsradio/status/1228616558165057536
;2020-02-15 03:59;1;7;"Six people, including three minors shot at an apartment complex on Chicago's South Side, http://ow.ly/1HFt50ync3k";;;;"1228604764247744514";https://twitter.com/foxnewsradio/status/1228604764247744514
;2020-02-15 00:53;2;7;"The US prepares to evacuate American citizens from a quarantined cruise ship in Japan back to the United States. http://ow.ly/LSkT50ynac9";;;;"1228558011851005959";https://twitter.com/foxnewsradio/status/1228558011851005959
;2020-02-14 23:53;4;7;"The adopted daughter of former US UN Ambassador John Negroponte arrested and charged with murder. http://ow.ly/SkuH50yn9Dg";;;;"1228542832568303616";https://twitter.com/foxnewsradio/status/1228542832568303616
;2020-02-14 20:48;1;6;"Fox News Politics Editor Chris Stirewalt: Contested Democratic Convention Seems Possible, But Things Will Change Just Look At 2008 & 2016 Primaries http://dlvr.it/RQ488P pic.twitter.com/nCPaQHwEr8";;;;"1228496287214911490";https://twitter.com/foxnewsradio/status/1228496287214911490
;2020-02-14 20:30;30;107;"Fox News' Brian @ kilmeade says @ MikeBloomberg is running on his record ... yet, running from it at the same time! The host of The Brian Kilmeade Show gives his full commentary on today's # FoxNewsRundown: http://ow.ly/c9kQ50yn0h4 pic.twitter.com/sziKKOrGIH";;@ @;#;"1228491740040044546";https://twitter.com/foxnewsradio/status/1228491740040044546
;2020-02-14 20:06;4;12;"Health officials say coronavirus fatalities in mainland China now at 1,523. Total number of confirmed cases in the country now stands at 66,492. http://ow.ly/lWli50yn6P2";;;;"1228485685872558082";https://twitter.com/foxnewsradio/status/1228485685872558082
;2020-02-14 19:25;17;153;"NEW # TyrusNTimpf podcast with @ PlanetTyrus & @ KatTimpf available now! Listen on @ ApplePodcasts or click the link below. Don’t forget to rate and review wherever you listen.https://radio.foxnews.com/2020/02/14/big-hearts-bad-burglars/ …";;@ @ @;#;"1228475369768001539";https://twitter.com/foxnewsradio/status/1228475369768001539
;2020-02-14 18:30;0;8;"Listen to today's # FoxNewsRundown ... with @ EricTrump, @ FoxNewsSunday host @ chriswallace & Brian @ kilmeade! Listen & share!: http://ow.ly/jXqW50ymYF1 pic.twitter.com/SMFEEWZ5Pg";;@ @ @ @;#;"1228461468213022720";https://twitter.com/foxnewsradio/status/1228461468213022720
;2020-02-14 18:06;0;8;"The prosecution rests in the New York rape trial of Harvey Weinstein; new accusations of sexual abuse against R. Kelly. http://ow.ly/8BgS50yn2Ou";;;;"1228455549114703873";https://twitter.com/foxnewsradio/status/1228455549114703873
;2020-02-14 18:00;2;8;"NEW # FromWashington podcast with @ JaredHalpern @ SutherlandFox @ JakeBGibson @ ChadPergram and more! Listen on:http://ow.ly/jcRm50yn0PW";;@ @ @ @;#;"1228453913805959168";https://twitter.com/foxnewsradio/status/1228453913805959168
;2020-02-14 17:45;1;10;"Have you heard the latest edition of # TheOne # podcast? @ greggutfeld is joined by @ rcbl, @ dagenmcdowell, @ KatTimpf & @ PlanetTyrus. You don't want to miss it! Listen & subscribe at the link below, don't forget to rate & review!http://ow.ly/f0M050ymGFf";;@ @ @ @ @;# #;"1228450123073687552";https://twitter.com/foxnewsradio/status/1228450123073687552
;2020-02-14 17:10;1;5;". @ HowardKurtz on on Attorney General William Barr rebuking President Trump and his Tweets in interview, Sports Illustrated adding plus size models to swimsuit issue and Pete Buttigieg's sexuality being criticized. Click here to listen & subscribe:http://ow.ly/kmOe50ymNuE";;@;;"1228441305128341504";https://twitter.com/foxnewsradio/status/1228441305128341504
;2020-02-14 16:10;0;2;"@ FoxNewsSunday host Chris Wallace tells The # FoxNewsRundown it was 'Insane' for Rep. Eric Swalwell to claim Trump impeachment is still an option. He also weighs on the #2020 race. Listen to our full interview: http://ow.ly/xwLA50ymXRM pic.twitter.com/sn9INXYZa8";;@;# #2020;"1228426210897735681";https://twitter.com/foxnewsradio/status/1228426210897735681
;2020-02-14 15:27;7;15;"Lawyer Michael Avenatti, who represented porn star in lawsuits against President Trump, has been convicted of trying to extort Nike out of millions of dollars and to defraud a youth basketball coach he represented http://ow.ly/pfDS50ymUl0";;;;"1228415477204037634";https://twitter.com/foxnewsradio/status/1228415477204037634
;2020-02-14 14:12;1;7;"Prosecutors have declined to charge former FBI Deputy Director Andrew McCabe, closing an investigation into whether the longtime target of President Trump had lied about his involvement in a news media leek http://ow.ly/360u50ymQOl";;;;"1228396696108924928";https://twitter.com/foxnewsradio/status/1228396696108924928
;2020-02-14 14:10;13;86;"Have you heard the latest # ITYW # podcast? @ DanaPerino & @ ChrisStirewalt discuss the obstacles both Biden & Warren's campaigns face going into Super Tuesday. Download the episode now on your favorite podcast platform & don't forget to leave a review!http://ow.ly/Jlaw50ymIlJ";;@ @;# #;"1228396018116550656";https://twitter.com/foxnewsradio/status/1228396018116550656
;2020-02-14 13:10;3;6;". @ HowardKurtz on today's # MEDIABUZZMeter: •AG Barr says Trump Tweets undermine his job •Sports Illustrated adds plus size models to swimsuit issue •Bloomberg rises in polls, worries other candidates Click here to listen & subscribe: http://ow.ly/MvOA50ymNhd";;@;#;"1228380914847272960";https://twitter.com/foxnewsradio/status/1228380914847272960
;2020-02-14 12:15;0;3;"On the latest # LivintheBream # podcast, @ ShannonBream sits down with author @ donbendell & his wife, Social Psychologist Dr. Janet Bendell, to discuss what makes relationships work & how men & women can achieve a positive dynamic. Listen & subscribe here:http://ow.ly/mFqu50ymHbT";;@ @;# #;"1228367108062502913";https://twitter.com/foxnewsradio/status/1228367108062502913
;2020-02-14 12:07;3;7;"A top US officials says the US and the Taliban have reached a truce agreement that will take effect "very soon" and could lead to withdrawals of American troops from Afghanistan http://ow.ly/bbXY50ymJmh";;;;"1228365052060872704";https://twitter.com/foxnewsradio/status/1228365052060872704
;2020-02-14 11:35;1;5;"NEW # TheOne with @ greggutfeld # podcast out now! Listen & subscribe on @ ApplePodcasts or at the link below. Don't forget to rate & review! http://ow.ly/ZZtg50ymGgX";;@ @;# #;"1228357025047904257";https://twitter.com/foxnewsradio/status/1228357025047904257
;2020-02-14 11:10;1;5;"Coronavirus keeps spreading and killing in China. http://foxrad.io/5mincast";;;;"1228350725169860608";https://twitter.com/foxnewsradio/status/1228350725169860608
;2020-02-14 10:45;4;7;"The parting of the Red Sea is considered one of the biggest miracles of the Bible, yet archaeologists can't agree as to whether it actually happened. Filmmaker Tim Mahoney has spent 20 years investigating the story... Hear his argument on # LighthouseFaith:http://ow.ly/oUIa50ykTHm";;;#;"1228344463619174400";https://twitter.com/foxnewsradio/status/1228344463619174400
;2020-02-14 10:13;3;9;". @ EricTrump joined today's # FoxNewsRundown and did not hold back! The president's son weighed in on @ MikeBloomberg, the # RogerStone firestorm & the @ wapo ... Listen:http://ow.ly/NyMt50ymzNe";;@ @ @;# #;"1228336489219731463";https://twitter.com/foxnewsradio/status/1228336489219731463
;2020-02-14 10:10;1;8;"President @ realDonaldTrump tweeting this morning about Attorney General Barr, who was critical yesterday of his tweeting. http://foxrad.io/5mincast";;@;;"1228335625784393730";https://twitter.com/foxnewsradio/status/1228335625784393730
;2020-02-14 09:28;1;6;"President Trump's tweeting is hurting. That message from Senate Majority Leader Mitchel McConnell. http://foxrad.io/5mincast";;;;"1228325154671013889";https://twitter.com/foxnewsradio/status/1228325154671013889
;2020-02-14 09:15;0;1;"Today on # FOXNewsRundown @ FoxNewsSunday host # ChrisWallace weighs in on the Democrats’ call for new investigations against @ realDonaldTrump Listen to the interview now!http://ow.ly/mgwD50ym2Rw";;@ @;# #;"1228321822506192896";https://twitter.com/foxnewsradio/status/1228321822506192896
;2020-02-14 08:30;1;10;". @ EricTrump joins the # FoxNewsRundown to discuss his father’s feud with Mike Bloomberg and why he thinks the firestorm over the Roger Stone case proves the media’s hypocrisy. Listen on: http://ow.ly/HyVc50ym2OZ pic.twitter.com/w22FBuom5q";;@;#;"1228310581893046272";https://twitter.com/foxnewsradio/status/1228310581893046272
;2020-02-14 08:15;0;1;"A cruise ship that couldn't find a port because of coronavirus fears is finally allowed to dock in Cambodia. http://foxrad.io/5mincast";;;;"1228306694712832000";https://twitter.com/foxnewsradio/status/1228306694712832000
;2020-02-14 07:20;2;3;"Attorney General William Barr saying tweets from President @realDonaldTrumpare making it tough for him to do his job. http://foxrad.io/5mincast";;@realDonaldTrumpare;;"1228292966810312704";https://twitter.com/foxnewsradio/status/1228292966810312704
;2020-02-14 07:20;1;2;"The Iowa Caucus and NH primary are behind us. @ FoxNewsSunday host # ChrisWallace joins today’s # FOXNewsRundown to discuss the 2020 presidential race and what Democrats have to do to stand out in Nevada and South Carolina. Listen on:http://ow.ly/nimj50ym2QC";;@;# #;"1228292834014437377";https://twitter.com/foxnewsradio/status/1228292834014437377
;2020-02-14 06:35;1;6;". @ EricTrump joins the # FoxNewsRundown to discuss @ realDonaldTrump's plan heading into the 2020 Presidential race and who he’d love his father to run against. Listen on @ ApplePodcasts:http://ow.ly/gI7q50ym2Fz";;@ @ @;#;"1228281511742492674";https://twitter.com/foxnewsradio/status/1228281511742492674
;2020-02-14 04:01;2;7;"Prosecutors will present closing arguments today in the New York rape trial against disgraced Hollywood producer .. Harvey Weinstein. http://ow.ly/D6He50ymgp3";;;;"1228242827429269505";https://twitter.com/foxnewsradio/status/1228242827429269505
;2020-02-14 02:32;2;5;"China reports a sharp increase in the number killed by the coronavirus...now up to nearly 14-hundred. http://ow.ly/pDaq50ymdUI";;;;"1228220337524854784";https://twitter.com/foxnewsradio/status/1228220337524854784
;2020-02-13 20:48;1;5;"FNC Contributor Mara Liasson: Win Or Lose Bloomberg Can Buy Democrats A National Ground Game http://dlvr.it/RQ0XMH pic.twitter.com/s6MsyIM8CF";;;;"1228133771880255488";https://twitter.com/foxnewsradio/status/1228133771880255488
;2020-02-13 19:08;2;12;"Mission Impossible: Attorney General William Barr says President @ realDonaldTrump tweeting about @ TheJusticeDept prosecutors and open cases makes it impossible for him to do his job. http://ow.ly/N5LT50ym3iD";;@ @;;"1228108745785434114";https://twitter.com/foxnewsradio/status/1228108745785434114
;2020-02-13 19:00;4;15;"Have you missed @ PlanetTyrus & @ KatTimpf? Then be sure to download an all new # TyrusNTimpf # podcast TOMORROW & catch up on past episodes on @ ApplePodcasts in the meantime. Don't forget to rate & review!http://ow.ly/Okdn50ylSeg";;@ @ @;# #;"1228106672041791488";https://twitter.com/foxnewsradio/status/1228106672041791488
;2020-02-13 17:10;3;7;"In an interview with ABC News, Attorney General William Barr says President Trump should stop tweeting about the Justice Department. Barr says the tweets make it impossible to do his job. http://ow.ly/rqi750ylZhd";;;;"1228078920764993538";https://twitter.com/foxnewsradio/status/1228078920764993538
;2020-02-13 17:10;5;13;". @ HowardKurtz on Michael Bloomberg getting blasted over past remarks on stop&frisk & housing discrimination, Bernie Sanders bashing the media and the growing backlash over the DOJ reducing the sentence of Roger Stone. Click here to listen & subscribe:http://ow.ly/tBZH50ylLvs";;@;;"1228078918206459904";https://twitter.com/foxnewsradio/status/1228078918206459904
;2020-02-13 17:00;14;106;"NEW # ITYW # podcast out now! @ DanaPerino & @ ChrisStirewalt share how being in New Hampshire during the # primary felt like being at # FOXNews summer camp, & much more! Listen, rate & review on @ ApplePodcasts!http://ow.ly/R2Ik50ylYWw";;@ @ @;# # # #;"1228076438831747077";https://twitter.com/foxnewsradio/status/1228076438831747077
;2020-02-13 15:05;0;3;"Authorities in Cayce, South Carolina found the body of missing 6 year-old Faye Swetlik. The death was ruled a homicide. http://ow.ly/d1wq50ylSYU";;;;"1228047544019824642";https://twitter.com/foxnewsradio/status/1228047544019824642
;2020-02-13 13:15;0;6;". @ HowardKurtz on today's # MEDIABUZZMeter: •More backlash over Roger Stone sentence change •Bernie Sanders joins others in bashing the media •Jeff Bezos buys most expensive property in L.A. Click here to listen & subscribe: http://ow.ly/jD1n50ylLof";;@;#;"1228019791958552576";https://twitter.com/foxnewsradio/status/1228019791958552576
;2020-02-13 12:47;2;4;"A growing number of Democrats in Congress are calling for a new investigation over the Justice Department's recommendation of a reduced sentence for Trump confidant Roger Stone. http://ow.ly/S2Zv50ylKhy";;;;"1228012893913911298";https://twitter.com/foxnewsradio/status/1228012893913911298
;2020-02-13 12:30;0;3;"NEW # LighthouseFaith # podcast out now! @ LaurenGreenFox & Filmmaker Tim Mahoney talk about his new documentary "The Red Sea Miracle." Listen & subscribe on @ ApplePodcasts or here:http://ow.ly/ts3x50ykTcI";;@ @;# #;"1228008586267287557";https://twitter.com/foxnewsradio/status/1228008586267287557
;2020-02-13 11:40;3;5;"The number of troops injured in last month’s Iranian attack continues to rise. Fox News’ Pentagon Correspondent . @ LucasTomlinson joins the # FoxNewsRundown to explain why we’re still hearing of new cases of head trauma weeks later. Listen on:http://ow.ly/K5hG50yl3cd";;@;#;"1227995889341521927";https://twitter.com/foxnewsradio/status/1227995889341521927
;2020-02-13 11:10;1;2;"Democrats want an immediate investigation into possible political interference at the Justice Department in the Roger Stone case. http://foxrad.io/5mincast";;;;"1227988333617467392";https://twitter.com/foxnewsradio/status/1227988333617467392
;2020-02-13 10:25;0;1;"Democrats in Congress call for new investigations as @ realDonaldTrump faces another firestorm, fueled at least in part, by tweets. @ TrustyLawyer joins today's # FOXNewsRundown to weigh in. Listen and subscribe: https://www.stitcher.com/podcast/fox-news/the-fox-news-rundown?refid=stpr%20_blank …";;@ @;#;"1227977006698156033";https://twitter.com/foxnewsradio/status/1227977006698156033
;2020-02-13 10:10;0;10;"President @ realDonaldTrump goes after a juror in the Roger Stone case. http://foxrad.io/5mincast";;@;;"1227973240066314241";https://twitter.com/foxnewsradio/status/1227973240066314241
;2020-02-13 09:35;1;3;"More than 100 U.S. troops have been diagnosed w/ head injuries from last month’s Iran missile attack. # NYU Langone Health Professor of neurology, Dr. Steven Galetta, joins the # FOXNewsRundown to explain the long-term effects of these injuries . Listen on http://ow.ly/8jYz50yl38R";;;# #;"1227964422255149061";https://twitter.com/foxnewsradio/status/1227964422255149061
;2020-02-13 09:10;0;2;"There's a new line of attack in the Roger Stone case. http://foxrad.io/5mincast";;;;"1227958134515347456";https://twitter.com/foxnewsradio/status/1227958134515347456
;2020-02-13 08:59;0;11;"NEW # LivintheBream # podcast out now! @ ShannonBream sits down with author @ donbendell & his wife, Social Psychologist Dr. Janet Bendell, to discuss their new book "Real Men Are Cowboys & Women Love Them." Listen, rate & review on @ ApplePodcasts!http://ow.ly/VHrg50yltlq";;@ @ @;# #;"1227955412512788480";https://twitter.com/foxnewsradio/status/1227955412512788480
;2020-02-13 08:20;0;3;"Did @ realDonaldTrump interfere in his former associate Roger Stone's prison sentence? Former # DOJ prosecutor @ TrustyLawyer joins today’s # FOXNewsRundown to discuss. Listen on: http://ow.ly/gonr50yl35A pic.twitter.com/qUSIz0soZE";;@ @;# #;"1227945581148065793";https://twitter.com/foxnewsradio/status/1227945581148065793
;2020-02-13 07:30;0;2;"More than a 100 U.S. troops now suffer from brain injuries due to last month’s Iranian attack on a base in Iraq. @ LucasTomlinson joins the # FoxNewsRundown to explain why the number of injuries from this bombing continue to climb. Listen on:http://ow.ly/CAJQ50yl2md";;@;#;"1227933051893821441";https://twitter.com/foxnewsradio/status/1227933051893821441
;2020-02-13 07:29;0;1;"Attorney General William Barr agrees to testify on Capitol Hill. http://foxrad.io/5mincast";;;;"1227932922319118336";https://twitter.com/foxnewsradio/status/1227932922319118336
;2020-02-13 06:15;5;6;"The President defends a friend as Democrats call for new investigations. We speak to former federal prosecutor James Trusty [ @ TrustyLawyer] about the firestorm over the Roger Stone case on today’s # FOXNewsRundown Listen on: http://ow.ly/KN1L50yl1HJ pic.twitter.com/Lix5dEEMqj";;@;#;"1227914095506186241";https://twitter.com/foxnewsradio/status/1227914095506186241
;2020-02-13 03:57;3;15;"Congresswoman Tulsi Gabbard, candidate for the Democratic nomination for president calls for the resignation of the national Democratic Party chairman. This in the wake of the botched counting in the Iowa caucuses. http://ow.ly/p5uq50yleIO";;;;"1227879516149833730";https://twitter.com/foxnewsradio/status/1227879516149833730
;2020-02-13 02:58;1;1;"Closing arguments expected today in the Harvey Weinstein's sexual assault trial in New York City, http://ow.ly/ylNH50ylcGo";;;;"1227864677260124161";https://twitter.com/foxnewsradio/status/1227864677260124161
;2020-02-13 02:57;5;5;"The Senate is expected to vote today on a war powers resolution to limit the president's ability to use military force against Iran without prior congressional approval. http://ow.ly/y4LF50ylcDW";;;;"1227864248367427584";https://twitter.com/foxnewsradio/status/1227864248367427584
;2020-02-13 01:52;3;3;"A cruise ship turned away by four Asian governments has anchored off the coast of Cambodia to have its passengers tested for the coronavirus. http://ow.ly/XhoN50ylbq8";;;;"1227847931669204992";https://twitter.com/foxnewsradio/status/1227847931669204992
;2020-02-13 00:58;2;3;"Gunfire inside a Mobile AL WalMart store. Police say two men inside the store argued then pulled guns and fired at each other - both reported critical at the hospital. http://ow.ly/gwQ250ylah1";;;;"1227834338991116288";https://twitter.com/foxnewsradio/status/1227834338991116288
;2020-02-13 00:56;1;3;"A new case of the corona virus in the US - the 14th confirmed case - a woman who'd recently been evacuated from China. She's now in medical isolation. http://ow.ly/aVRe50ylafx";;;;"1227833912384204801";https://twitter.com/foxnewsradio/status/1227833912384204801
;2020-02-13 00:52;5;31;"Attorney General William bar agrees to testify to the House Judiciary Committee about his department's decision to reduce the recommended prison sentence for political adviser Roger Stone. http://ow.ly/Fqw550ylabn";;;;"1227832938164899840";https://twitter.com/foxnewsradio/status/1227832938164899840
;2020-02-12 23:25;3;8;"Japan's health ministry said Thursday 44 more people on a cruise ship quarantined near Tokyo have tested positive for coronavirus. The ship, still carrying more than 3,500 passengers and crewmembers, has 218 people infected with the virus out of 713 people tested.";;;;"1227810952998944768";https://twitter.com/foxnewsradio/status/1227810952998944768
;2020-02-12 23:15;3;3;"Two injured during shootout at Walmart in Mobile, Alabamahttp://ow.ly/3HUp50yl7Zm";;;;"1227808373703368704";https://twitter.com/foxnewsradio/status/1227808373703368704
;2020-02-12 23:00;3;3;"Cruise ship turned away by four Asian and Pacific governments due to virus fears anchored Thursday off Cambodia for health checks on its 2,200 passengers and crew.http://ow.ly/Y2x150yl6QQ";;;;"1227804645558493184";https://twitter.com/foxnewsradio/status/1227804645558493184
;2020-02-12 22:00;6;5;"Search continues for missing six-year old girl in South Carolinahttp://ow.ly/1JXw50yl62s";;;;"1227789554234646528";https://twitter.com/foxnewsradio/status/1227789554234646528
;2020-02-12 21:00;4;4;"CDC confirms 14th case of coronavirus in the U.S.--patient is one of those under quarantine after being brought back to country on State Department flighthttp://ow.ly/7kp550yl3cR";;;;"1227774436696297472";https://twitter.com/foxnewsradio/status/1227774436696297472
;2020-02-12 20:49;0;7;"FNC Contributor Andrew McCarthy On Roger Stone’s Criminal Case: By Commenting On Active Cases Trump Causing Himself Needless Problems http://dlvr.it/RPwpYZ pic.twitter.com/jecERXNsSi";;;;"1227771629922484224";https://twitter.com/foxnewsradio/status/1227771629922484224
;2020-02-12 20:00;1;7;"The U.N. human rights releases list of more than 100 companies it said are violating Palestinian human rights by operating in Israeli settlements in the occupied West Bank http://ow.ly/1qxb50yl1am";;;;"1227759333607399425";https://twitter.com/foxnewsradio/status/1227759333607399425
;2020-02-12 19:00;0;4;"Iowa State Democratic Party Chair Troy Price resigns following caucus fiascohttp://ow.ly/uRKR50yl08k";;;;"1227744241004285966";https://twitter.com/foxnewsradio/status/1227744241004285966
;2020-02-12 18:00;0;8;"NASA's new record-setting astronaut said Wednesday that aside from sore muscles and trouble with balance, she's readjusting well to gravity after nearly 11 months in space.http://ow.ly/B36s50ykYR5";;;;"1227729146127814663";https://twitter.com/foxnewsradio/status/1227729146127814663
;2020-02-12 17:10;1;3;". @ HowardKurtz on Bernie Sanders edging out Buttigieg while Amy Klobuchar pulling off a surprise finish in New Hampshire, the Roger Stone sentencing reversal and Jussie Smollett being indicted for false claims. Click here to listen & subscribe:http://ow.ly/owaG50ykJB1";;@;;"1227716537232044036";https://twitter.com/foxnewsradio/status/1227716537232044036
;2020-02-12 16:46;0;4;"One Democratic lawmaker says President Trump is on a "vengeance tour" following the president's impeachment acquittal. http://ow.ly/i24T50ykWM3";;;;"1227710602287763457";https://twitter.com/foxnewsradio/status/1227710602287763457
;2020-02-12 16:09;0;7;"Two police officers were injured during a shootout in Baltimore. The suspect who opened fire on the officers is dead. http://ow.ly/DIo850ykUIn";;;;"1227701274067587075";https://twitter.com/foxnewsradio/status/1227701274067587075
;2020-02-12 15:28;0;6;"On # GettingSchooled, @ abbyhornacek & @ brettlarson are teaching us about # WiFi by using a football analogy that actually makes a lot of sense! Catch it by listening on @ ApplePodcasts or your favorite # podcast platform. Don't forget to rate & review! http://ow.ly/dm8250ykSms pic.twitter.com/gyXbDbn18J";;@ @ @;# # #;"1227690925952032770";https://twitter.com/foxnewsradio/status/1227690925952032770
;2020-02-12 14:55;3;18;"Tune into the @ GuyBensonShow today from 3-6pm ET as @ guypbenson along with some of the top political experts offer reaction & analysis after last night's # NewHampshire # primary. Catch the # Democracy2020 coverage by visiting http://GuyBensonShow.com & clicking "listen"!pic.twitter.com/d8khUJznCC";;@ @;# # #;"1227682589231722496";https://twitter.com/foxnewsradio/status/1227682589231722496
;2020-02-12 14:50;2;13;"Lewandowski: Bloomberg is a Hypocrite, Biden is on Life Support and Warren is Imploding http://dlvr.it/RPw01c pic.twitter.com/6I7Y1pYHCI";;;;"1227681291425857537";https://twitter.com/foxnewsradio/status/1227681291425857537
;2020-02-12 13:15;2;5;". @ HowardKurtz on today's # MEDIABUZZMeter: •Bernie edges out Buttigieg, Klobuchar’s surprise finish •DOJ reversing Sentence on Roger Stone •Jussie Smollett indicted for false claims Click here to listen & subscribe: http://ow.ly/H80F50ykJyC";;@;#;"1227657421524480005";https://twitter.com/foxnewsradio/status/1227657421524480005
;2020-02-12 11:45;2;9;"Sen. Amy Klobuchar had a third place finish in # NewHampshire last night, but on the # ITYW # podcast, @ DanaPerino tells @ ChrisStirewalt why she doesn't think she can place first. Listen, rate & review on @ ApplePodcasts or subscribe here: http://ow.ly/JsQ850ykymd pic.twitter.com/IrnEaEpVAW";;@ @ @;# # #;"1227634761646182402";https://twitter.com/foxnewsradio/status/1227634761646182402
;2020-02-12 11:30;0;2;". @ Judgenap joins The # FoxNewsRundown to weigh in on the renewed debate of New York City’s old “stop and frisk.” Listen to the full interview on @ ApplePodcasts:http://ow.ly/XyUl50yjVvk";;@ @;#;"1227631091063848970";https://twitter.com/foxnewsradio/status/1227631091063848970
;2020-02-12 11:10;0;3;"Three Democrats get a bounce out of New Hampshire. http://foxrad.io/5mincast";;;;"1227625942702592001";https://twitter.com/foxnewsradio/status/1227625942702592001
;2020-02-12 10:40;0;0;". @ BernieSanders wins the # NewHampshirePrimary. @ JaredHalpern recaps last night with @ Rosenthalfox @ HotlineJosh and @ tonyajpowers on today’s # FOXNewsRundown Listen on:http://ow.ly/evIJ50yk69b";;@ @ @ @ @;# #;"1227618391743193091";https://twitter.com/foxnewsradio/status/1227618391743193091
;2020-02-12 10:16;11;43;"# FoxNews Correspondent @ MattFinnFNC joined @ BretBaier on # TheCampaign # podcast this week & discussed how Former South Bend, IN Mayor Pete Buttigieg's campaign is really pushing the idea that he is the opposite of President Trump. Listen & subscribe here: http://ow.ly/r78D50ykwmx pic.twitter.com/jjsl1cR7yu";;@ @;# # #;"1227612492509126656";https://twitter.com/foxnewsradio/status/1227612492509126656
;2020-02-12 10:16;0;2;"Bernie Sanders winning the first in the nation primary. http://foxrad.io/5mincast";;;;"1227612391342563328";https://twitter.com/foxnewsradio/status/1227612391342563328
;2020-02-12 09:30;4;5;"The # BrianKilmeadeShow is LIVE from # Bedford, # NewHampshire recapping last night's Democratic # primary with guests like @ MarkSteynOnline & many more. Tune in now at http://BrianKilmeadeShow.com !pic.twitter.com/YxBh9v5rHM";;@;# # # #;"1227600934102061059";https://twitter.com/foxnewsradio/status/1227600934102061059
;2020-02-12 09:20;0;4;". @ Judgenap joins The # FoxNewsRundown to discuss Attorney General William Barr’s lawsuit against the sates of California, New Jersey and King County Washington over their sanctuary polices. Listen on @ Stitcher: http://ow.ly/yLYw50yjVsI";;@ @;#;"1227598262439497730";https://twitter.com/foxnewsradio/status/1227598262439497730
;2020-02-12 09:10;1;2;"Bernie Sanders won the New Hampshire Primary, but two other Democrats weren't far behind. http://foxrad.io/5mincast";;;;"1227595747287293952";https://twitter.com/foxnewsradio/status/1227595747287293952
